locality,country,stateprovince,county,uuid
"unit 27, pitsol creek",united states,idaho,,40966921-db7d-47b7-9ca6-64e83b7176f4
"unit 1, lamb creek",united states,idaho,,41bffb07-3a12-4c29-adb4-2c51a69151d6
unit 13,united states,idaho,,4466d79b-a143-4ef4-a962-3f60eef3542d
"unit 8, potlatch",united states,idaho,,2e4ca3eb-2993-4a7f-b58a-0e1f7c50ccd6
"unit 28, panther creek",united states,idaho,,3440511e-9d53-48fe-9eba-a1cc7906e7ab
cotterel,united states,utah,,f6d2eeff-13a8-4097-be76-5fe7c968add0
unknown,united states,idaho,,fa2c9f12-f5ec-452f-a218-984b894e4350
"unit 8a, manson butle",united states,idaho,,ff092ac7-a90a-49c4-8ce5-8885efa9e811
colonia garcia,mexico,chihuahua,,19b98868-7b2d-4f8e-9a0c-a4fd54ca8cb4
hwy 154; entrance to cachuma lake camp,united states,california,santa barbara,90cad20a-91b3-4f02-8e12-f48fdf4e88a6
no specific locality recorded,united states,colorado,,642134b7-9194-405e-81c7-a1fe6200624e
"scatter creek; upper mill, ~3 mi e",united states,washington,king county,8b146a50-85e1-4724-8896-9463ee0cdb54
on beasler ranch; evans creek gmu,united states,oregon,douglas county,9539fbc0-15fa-46e1-b6df-ca5ba98378f4
"east of chokoloskee, head of allen""s river",united states,florida,,3ae48e9b-fb87-4183-9839-0134431e2c23
20 mi s valentine,united states,texas,presidio,5712a914-2e33-44fe-8abc-c934c13def78
nipomo,united states,california,san luis obispo,39316627-f7d1-412a-8c0f-c7daf36b0716
north slope of hager mtn.,united states,oregon,lake county,ce5b3f72-055b-4992-9348-f0724165c20e
peloncillo mountains,united states,new mexico,,6c108ae7-3ac6-4beb-9bfc-b4f9646d0178
hwy 154; near lake cachuma entrance,united states,california,santa barbara,2475cb98-fd6b-4b24-af04-2d21c7ca1a7e
cachuma lake; w on hwy 154,united states,california,santa barbara,28db33c5-ebb6-4542-b9c0-568f27f18e23
"hwy 101, junction hwy 1 las cruces ranch",united states,california,santa barbara,0bebafdf-dfd6-45a0-992e-2559044bdfff
"hwy 101, junction hwy 1 las cruces ranch",united states,california,santa barbara,ecc4f4bd-7429-4c40-bd4d-be50b15107cd
san marcos pass rd.; 3 mi up on hwy 1,united states,california,santa barbara,639de360-a374-4c66-84e6-65849086db07
brownsville,united states,texas,,7e178fd4-7354-4666-9fd3-66a06f9de72d
"magdalena, 80 mi sw",united states,new mexico,,002ff83d-5fb3-43b0-b390-d567c87a57ca
near petrolia,united states,california,humboldt,bc219716-0b11-4481-998d-0019920e44cb
junction city,united states,california,trinity,f9a53b14-cc82-4a28-a7ba-8dbb3dcfa400
petrolia,united states,california,humboldt,139c0a86-3db7-4009-af22-bf7a48320fb3
st. rd. 29 between big cypress preserve and florida panther wildlife refuge,united states,florida,collier,feebceeb-64a1-41d9-a9b4-1564d78d334a
"laredo, 50 mi n",united states,texas,,ce52ad2d-606e-429c-ae7a-eb45bbfc8804
"rocks canyon, point of",united states,new mexico,,3e7e20c9-cd05-4ea8-8579-fb6b823cdbb6
chloride,united states,new mexico,,e3942af4-c3ac-4625-a389-ac1b6cb56250
"rainier national park, near, cowlitz game preserve, ohanapecosh river",united states,washington,,871b949f-d0f7-4ba8-abac-29dea03a88ad
"pearsall, 26 mi s",united states,texas,,50fe4464-ff20-45dc-9712-ade3d9497d38
sierra national forest,united states,california,,e7ba298c-4844-4c9d-b2b2-085b8f7b8d1b
dayville,united states,oregon,,8346627d-bd14-4c25-b28a-d9d6693f4808
"buckham, means ranch",united states,new mexico,,e8cdc39b-86a7-4e5f-b78a-0762a54d987c
hwy 154; at call box 128,united states,california,santa barbara,fc866148-eec9-4cde-91b0-8961d849d774
clifton,united states,arizona,,b19d90ab-1e59-47bf-bc88-88d7ad96268d
,united states,wyoming,park county,9547667d-b9fa-4e1b-9880-78f0fe4b1708
"grants pass, 43 mi ne",united states,oregon,,3f0150d3-9ba8-4fd6-875e-77a6706b8d88
little corkscrew island,united states,florida,collier,1dc41bf2-62a5-44be-baeb-6d5f614c7838
,united states,california,shasta county,958f4d19-897b-45d2-990c-818ef3f3f404
"catarina, 30 mi s, chupadaro ranch",united states,texas,,b29e3a07-240f-46c4-bd09-afa4a3ae847a
"peloncillo mountains, w. c. miller ranch",united states,new mexico,,08b480e3-fd5a-46d7-9219-68e2bfffbf3e
"tenino, 15 mi e",united states,washington,,bc327218-1d13-4fae-9109-da89de41e53f
clifton,united states,arizona,,f75746cf-e23a-4ef3-bb41-dd2043157a57
"vancouver island, buttle lake",canada,british columbia,,5b6a3a8d-6b00-491f-ba35-190f1dd7a067
"animas mountains, near",united states,new mexico,,d0caab46-c2e1-486b-a064-57ea39b13a37
black range,united states,new mexico,,f8b71200-4f20-4a20-9db8-de2a59aefeb1
"tularosa, near; j. r. gillilland ranch",united states,new mexico,,94bb5571-b512-45d7-a775-57cd073301aa
"buckham, means ranch",united states,new mexico,,07bb6323-4f1e-4765-ac0d-12706bb71a48
loomis,united states,washington,,624747c9-d886-4971-ae1c-c49aa03fca43
"selma, 29 mi nw, pine creek",united states,oregon,,590b15ed-f7ee-4b42-b6bf-7b2d783c9208
colonia garcia,mexico,chihuahua,,b213a986-d0a7-49fd-afc9-c056263d07dc
"catarina ranch, 25 mi sw of catarina",united states,texas,,36473bd9-7e56-483c-b92a-e3995ed79992
meeker,united states,colorado,,b0fc586b-eeb3-48c7-bd11-00f63c9d22ab
"rainier national park, near, cowlitz game preserve, ohanapecosh river",united states,washington,,132ac563-899e-42ec-8276-2e8031d57d2a
blue,united states,arizona,,9f774096-88c2-464d-b757-7c9900b2aa67
elwha,united states,washington,,45a8dce2-cd15-414e-b243-99afbf25f902
libertad,guatemala,peten,,cc302b13-cb7b-46a3-971a-33c0e0716ff6
pistol river,united states,oregon,,28be43d4-fc17-4a44-b438-15721f726c81
catemaco,mexico,veracruz,,b8eb9491-cc84-418b-8440-c350fd8eb2f2
"alma, 15 mi n",united states,new mexico,,4493f04c-c818-4a0d-983e-2441024dd19d
socorro,united states,new mexico,,5cfb7af0-28be-4859-852a-e66cc6f26010
gila national forest,united states,new mexico,,90f9fca5-391c-4dc4-a9f9-045e91d2f22e
healy creek,canada,alberta,census division 15,11046d0e-a222-4d51-96b1-134db3666ffd
"edgewood, crows nest pass",canada,british columbia,,c36d00d1-6c91-485e-b163-6e4903f376d3
"clifton, 84 mi n",united states,arizona,,3709d183-f261-423d-b8d2-d8e22f4cd92b
"carmen mountains, 147 mi s villa acuna",mexico,coahuila,,824656fd-d444-4b8b-9695-20e70ac59d5a
"fairview, 65 mi w",united states,new mexico,,a6cab224-c2ca-4771-b879-02b967e8361c
colonia garcia,mexico,chihuahua,,968ef8f2-0409-43e8-bc91-d129690356f5
unknown,united states,idaho,,0ac199c5-51c9-4b0d-a1c9-cf48b52a938f
santa fe,united states,new mexico,,103be7c9-c077-47a2-b109-e5120fd2e2a5
specific locality unknown,united states,colorado,,14a2baa8-3e71-404b-bf4d-7921c928e18b
"unit 79, pilot peak cove spring",united states,nevada,,49b72545-a59d-4088-9f2d-1be932373b7a
"unit 20, treepee creek",united states,idaho,,553f492f-5731-40c6-9ce9-f5037465b587
"unit 36b, yankee fork salmon river",united states,idaho,,55cd2bd3-b6f0-4fe6-897b-bc7726e42265
"unit 56, side canyon, benson road",united states,idaho,,1af703e9-2c89-4f0b-92fd-ef699eb85e43
unit 28,united states,idaho,,20a20fab-444e-41e0-9463-29308aa39ce7
"unit 73, below wakley peak",united states,idaho,,20c505d4-cc73-4a47-a12c-68c069add6ee
unknown,united states,idaho,,21e4590c-ce31-49b9-aa9a-b94727113389
"unit 13, race creek",united states,idaho,,27571098-f51d-45df-a195-18a554ddb227
"raft river, north one mile",united states,utah,,2af7d42d-5887-4e3f-bc33-3ece95ce19e9
"unit 40, cow creek",united states,idaho,,31edff14-6ad3-4a35-92ad-a9e08218b60c
"unit 4a1, gold creek",united states,idaho,,a7aa811a-f931-4741-829d-3895130160ed
unknown,united states,idaho,,ad452101-b642-4e51-b554-e3f2eb794885
"unit 10a, north isabella creek",united states,idaho,,b3b9c55e-e7de-4031-8c6c-27a70987fcf9
unit 4,united states,idaho,,9039cc1c-5cda-4dbb-9c93-a6070f2a1491
unit 3-2,united states,idaho,,9a587b40-9b3a-4a01-99b6-9042511161f1
"unit 12,losr cr/skookum",united states,idaho,,cc96d3ae-774c-4aa9-a5da-6b8400667653
"unit 6, charlae creek",united states,idaho,,ccb3f701-5ff3-4b54-8fcd-b7e391747bc6
"unit 18, sawpit",united states,idaho,,d75b6644-1c34-4318-b318-1f6b11982dd3
specific locality unknown,united states,new mexico,,5a8c41da-32c7-4cdf-a046-3a174a7a6336
"unit5-4, windfall pass",united states,idaho,,5c78c797-ee03-4939-ba96-09b57ccae9b6
"unit 6-6, christmas hills",united states,idaho,,5f978bfe-1d79-4555-b29c-f0b0dda3ccdd
"unit 47, china creek",united states,idaho,,6b4f762f-1fe5-4c0a-841f-6203af1c4b3d
"unit 8a, elk creek",united states,idaho,,6b5b7e9c-4a29-4412-b415-700ab0b9bce1
"unit 73, hawkins basin",united states,idaho,,6bd64686-0a03-484c-ac56-32e7b0f03ece
"unit 25, phoebe creek",united states,idaho,,dd78faca-f287-4211-86fe-666f47b17d50
"unit 8a, manson butle",united states,idaho,,e0520828-b09f-4766-a444-7846959e97a4
"unit 10a, lower beaver creek",united states,idaho,,eaa59fb6-de18-4d72-a7b8-9e873c2ec498
"unit 6-4, spring creek",united states,idaho,,381e6959-80b3-4802-b0c0-28d759d6c3ab
"unit 19a, cavey creek",united states,idaho,,830c9e63-b540-495c-b4be-3e81f70a9dc9
"unit 39, thorne creek",united states,idaho,,8cb862e6-046f-4d3a-ab07-99d6bef7275b
"unit 10a, swamp creek",united states,idaho,,8f1c4654-6315-424f-9426-2c65396e4cf3
"unit 11, graves creek",united states,idaho,,6e5769cc-24fc-41bc-bf0a-06f679159f7f
"unit 27, w little loon creek",united states,idaho,,767ee768-de29-4b7d-8781-7b715c46b86c
drew,united states,oregon,,7efb7679-21e9-4214-b5ae-1940a3c51c28
"edgewood, crows nest pass",canada,british columbia,,d48119fb-de90-45c1-8cb3-b39dc5e8e281
modena,united states,utah,,cdf55290-a897-4cf8-96ab-a504184803a4
lykes property,united states,florida,glades,95b28c6d-397b-44e1-8902-a38a32e34205
reserve,united states,new mexico,,e73a7b5a-590e-4197-98dd-553d8ee0d81c
"selma, 15 mi nw",united states,oregon,,2b8efb34-f9ef-4769-a816-d5ec214c960e
east side of the sierra nevada mountains.,united states,california,,7a4b8930-fe98-493b-9d0e-4a52385d2375
parowan mountains,united states,utah,,e491d932-e90b-4c12-810d-4b881214a419
"gila national forest, sapillo, g.o.s. ranch",united states,new mexico,,4a693ba1-2297-4389-9b54-c8c85f19c374
silver city,united states,new mexico,,cc66631b-1e30-4c69-9804-67c045fcc3ec
reserve,united states,new mexico,,ca5031a7-b9a5-491a-9627-d9154e3f1668
reed,united states,oregon,,07de7e4a-d991-4c61-b231-2091f19738f1
cloverdale,united states,new mexico,,64708ab8-2b71-4148-9786-e56ed9447d18
"circleville, se of",united states,utah,,00e01a3c-0f83-4a34-bbbe-621f1bf39fa6
mammouth hot springs,united states,wyoming,,8f82ea35-6092-47f8-895f-515f51213cb7
"animas mountains, near",united states,new mexico,,7db5ef06-c5c1-4813-8ddd-5cb27116f01d
"hamilton, 12 mi e, girds creek",united states,montana,,8ff0c8ac-634b-4936-bfbb-6d842ffe261b
"laguna ranch, gabilan range",united states,california,,7b8a983a-2b65-4ac3-9666-e71e65b571ad
"antelope, near manti",united states,utah,,0cc4a009-aea1-4f91-af96-18555b21579c
douglas creek,united states,colorado,,4673b07b-f07b-459b-b717-408e446f7e6b
"prescott, 20 mi ne",united states,arizona,,53b72020-56c8-4e67-bc34-29197109aea6
"rainier national park, near, cowlitz game preserve, ohanapecosh river",united states,washington,,9829f131-9983-409f-b1b8-abbaa732a7bd
"fish creek, tonto national forest",united states,arizona,,9a24dd36-c5e8-4169-aa27-4f0a54e4e469
"animas, near, rideout range",united states,new mexico,,32dddd81-e75b-4456-b27a-d2f1728d4e9e
"catarina, 30 mi s, chupadaro ranch",united states,texas,,deb62139-86e4-44e0-998c-f7c68ee371cc
tusas,united states,new mexico,,1a56481d-7e35-483c-a7e9-1b6c8ea2c1ba
elwha river,united states,washington,,8a981321-00d3-4b08-8c22-25601ffa21aa
bald mountain,united states,oregon,,49bee79d-2b89-4fc7-b278-7cb8bac10335
healy creek,canada,alberta,census division 15,5293a8fc-e8f4-4ab9-af3d-185f131ef2d2
denver,united states,colorado,denver county,b675b68a-1c24-4c5a-8e53-83e8535ddbcd
northern california,united states,california,,224a7387-3985-4a05-ac6f-6570d718f81e
canyon city,united states,colorado,,a6a100e7-273a-4f10-ad37-c5ec25e38021
"gamboa, 4 mi e",panama,canal zone,,054c758a-0444-4e71-8526-865f72863318
hualpai mountains,united states,arizona,,b74c4472-4e82-4e89-8154-4383aa09e70d
"yuma, 12 mi s, lower colorado river",united states,arizona,yuma county,95bee8a6-ee56-4579-a872-5f61d487063a
"grants pass, 43 mi ne",united states,oregon,,13cc4e05-b825-4f3c-8ead-091344f333f7
"richfield, willow creek",united states,utah,,6552aaa9-7102-4418-af3e-638ca20c607c
12 mi s alpine,united states,texas,brewster,a7a961ff-e9ef-4af8-bcb1-d6de858c3a8f
santa maria; 15 mi e tepesquet canyon,united states,california,santa barbara,aa7f8b27-01b1-4781-a3c6-96ef7e8a3e6a
25 miles north of ashcroft,canada,british columbia,,5bbf7e6d-a1e3-4312-ba90-480da85b7f56
no specific locality recorded,united states,colorado,,51d08a60-746d-4f79-84e6-2cdaba4aaf6b
no specific locality recorded,united states,colorado,,906b0220-5ac1-4ca4-9ebb-b4531e4ce9ce
seattle; woodland park zoo,united states,washington,king county,0ad20910-109b-4586-b2ce-6df04331ed4f
glide; french creek drainage,united states,oregon,douglas county,177872a6-2276-4ae0-8b89-34d50884811c
,united states,texas,maverick county,5d2b6fb1-4c19-4179-82d6-2003716cfebd
sonoita,united states,arizona,,7f6e99b0-9f96-4cef-b09e-75d4ab1d67c0
"rimrock, beaver creek, ne of camp verde",united states,arizona,,69400ae8-be38-4d2f-8213-de775c84b2fb
parowan mountains,united states,utah,,892e9232-46e3-40ab-a8c3-d70701a6b7d5
clifton,united states,arizona,,3d3cc992-981b-4782-84f2-27bef877396b
coronado forest,united states,new mexico,,f7802833-a58e-4d20-9464-3be07afe6c8a
top of rosillos mts,united states,texas,brewster,d408eb0d-a4e9-4580-9bac-a0a08b7b76a9
near everglades,united states,florida,collier,fcaa202c-8185-4222-a889-d9622f346549
15 mi n alpine,united states,texas,jeff davis,90a9d192-0ccd-4fd0-99b3-68b53864d02a
hwy 154; 150 yds e of entrance road to cachuma county park,united states,california,santa barbara,7c6929fe-6fa5-4b08-aec2-354d0e300a55
tucannon river,united states,washington,columbia,38101321-5146-4c74-b3e5-3ac6e5e784d6
"spoor canyon, n slope sierra madre approx 20 mi. w new cuyama",united states,california,santa barbara,2eeeeb74-e9f8-44dc-96f2-d60ca591415c
datil mountains,united states,new mexico,,002fec59-857c-4164-a5e2-da7ae722723b
gila national forest,united states,new mexico,,535103eb-0d8d-4060-842a-cb7116dc02eb
parowan,united states,utah,,067b72fc-84cf-4c92-b6fe-248967fec97d
"dilley, 12 mi ne",united states,texas,,9bf4b2cd-dd16-42e8-9f7e-fc8e6e96833f
datil mountains,united states,new mexico,,9788d0b6-2dd0-4c5b-9733-f13efc3475e1
"animas, near; animas mountain",united states,new mexico,,cabc49c0-59a8-4904-840d-ca72f6805c08
drew,united states,oregon,,c5ada05d-63dc-4d93-9847-a38b4fb9ceeb
animas mountains,united states,new mexico,,9fca2f54-d792-46c2-ada2-ba9c92c63b27
meeker,united states,colorado,,26353570-6e05-4b7c-9ee1-f08115426594
little salmon river,united states,idaho,,62519e7e-2052-475a-8a96-723d5cb57e46
"vancouver island, upper campbell lake",canada,british columbia,,8f0b356e-a10e-4b79-8079-2838395be0ad
fish creek,united states,nevada,,bca6d397-6eeb-4c88-8c1c-ac93f0a12e1b
,,,,727b65e7-1923-42eb-9f60-57bc9a35edb7
"estacada, collywash burn",united states,oregon,,7cf131d1-a12d-4b63-87ee-fe37d5d5aa87
spruce mountain,united states,nevada,,3f61a738-e9a2-4a10-9893-1dbb3f1aa79e
"vancouver island, quatsino",canada,british columbia,,28fd5d67-db8b-4af9-8324-3273c6dd530a
,united states,california,shasta county,6267f57a-1f2f-4e62-8935-735dbae48092
"diamond creek, gila national forest",united states,new mexico,,56876bf3-f5c8-4110-b793-e7bee7ab161f
"edgewood, crows nest pass",canada,british columbia,,e3dba14d-2a89-45fb-a0a2-9ac23475ddde
,,,,490cf510-85f8-49af-9197-eb6ab173a6e5
grants pass,united states,oregon,,4637b6d5-8286-4a5b-8081-7e22a2bb180b
"bright angel, milk creek 12 mi nw",united states,arizona,,92dcfc87-c9ec-4f52-8cd3-24a3d4763ef8
colonia garcia,mexico,chihuahua,,1ec62a5a-9afa-4081-9862-53c606cb32ef
"animas, near, animas mountains",united states,new mexico,,cdf0b5f0-17d8-4f6a-9354-58aa0ae53c93
"grants pass, 25 mi s",united states,oregon,,cdd8410d-123d-498f-9604-bc1aa913d06c
"unit 21a, dahlonega creek",united states,idaho,,a4907321-e3bd-4ead-b845-601223fba3a9
"unit 27, brush creek",united states,idaho,,a8bae4d6-dc4c-4f6d-8e2d-4f5f476fa4e4
"west dry, balck pine mts",united states,utah,,95d3ac8a-9e49-4a2d-a1f4-af897f0d77e1
"unit 55, immigrant canyon",united states,idaho,,a1941224-5608-45cc-85d6-a0e3ed55e6d1
"unit 47, chins creek",united states,idaho,,cdb613ab-c084-4ffd-adc4-baf661d300f3
bench creek,united states,idaho,,d645ac74-5bee-477e-bcef-7632a5758150
"unit 73a, fercory hollow road",united states,idaho,,7e3c096d-dccc-4034-9177-a03f9357e640
unit 2-3,united states,idaho,,8c5e198f-677d-4edc-8a10-f51f13ebe26c
unit 74,united states,idaho,,bb451949-4e85-40dd-82e8-b6fe94fa579a
"unit 36, morgan creek",united states,idaho,,c35359b8-bb2b-4c5c-a3c0-293be58afc45
"unit 11a, five mile canyon",united states,idaho,,dcbcd22e-bd45-4ba6-81a3-b19c5b94ffe7
"unit 8a, potlatch",united states,idaho,,ddb888d4-256d-446d-971b-df08d14f1f56
unit 40,united states,idaho,,def0d04d-f3bf-423c-9c21-0249949966ec
"raft river mts, one mile canyon",united states,utah,,e0369012-f5b9-4152-97ec-4ae95f2ccb85
"unit 61, taylor creek, sand creek country",united states,nevada,,e66998f6-5382-4f81-8102-8cc7207135ba
unit 8a palousse creek,united states,idaho,,e7f29c8f-defd-42eb-ba4d-2b9b436eb303
"unit 54, little creek",united states,idaho,,ebabba0f-a7ae-4411-901d-b8fc1dd66c11
"unit 39, grimes creek",united states,idaho,,ed7732ca-bbc4-4aa8-b41b-e50183f4407a
"unit 36a, hesie creek",united states,idaho,,ef648681-a9dd-41df-aba8-778324908d9a
"unit 2-2, ponderay",united states,idaho,,ef9e6f14-4ad5-42a5-8ffe-8905fd259f73
"unit 61, merrit mtn",united states,nevada,,efde7b74-be8f-40e2-874f-8aa5dd9b38a6
black pine mts,united states,utah,,f1737125-836e-46dc-8e1e-b78eb85e79ed
colonia garcia,mexico,chihuahua,,143ba247-1ddd-47e2-855a-09eea2470d68
"schell creek range, steptoe creek",united states,nevada,white pine co,dfcaeae8-62c1-4b4f-a5bc-c088232f33cc
"unit 36a, e fork road creek",united states,idaho,,5e485f51-74d2-4d53-9126-54a07bbdd870
unit 30a; peloncillo mtns.,united states,arizona,,650b30f4-f9fc-4091-9a40-47513ae5dadb
"fisher canyon, black pine mts",united states,utah,,66231d3a-4ffb-4c80-93bb-cbd9ac599d45
"unit 25, e fork, s fork salmon/ williams peak",united states,idaho,,3a84970a-74d6-4b18-b1a7-6f47351b6eea
"cotterel, sw skaggs",united states,utah,,4d8670e3-8567-4bcd-aa6c-517ee80db979
unit 1,united states,idaho,,53b102aa-0c9a-4d54-b299-970cca747aeb
"region 1, unit 1, priest lake tangle cr, watson mtn",united states,idaho,,544950c0-66f2-4cee-b2db-2cc4a5883785
unit 40,united states,idaho,,5620b752-8007-4947-b31d-120c8e917272
"unit 102, ruby mts, carvelle canyon",united states,arizona,,56afc10d-12fa-469e-a4b8-8694fe4f1dc2
specific locality not recorded.,united states,new mexico,,5705ea7b-a958-4f39-a591-0663c69a3bad
"unit 17, trout creek",united states,idaho,,07c120f9-bd74-4906-a922-c09e5f7b9141
"unit 28, bridge creek",united states,idaho,,0f9be454-792c-4fa5-b024-c24495b3ddc0
"unit 11, mission creek",united states,idaho,,6e9e5cad-188c-4906-b558-d178111316ad
unit 21a,united states,idaho,,17fefbfa-9837-4e06-814b-06e9f2b4bc0b
"unit 27, brush creek",united states,idaho,,1b0ad438-8a8d-4863-9a25-30971a4bbe57
"unit 10a, 5 miles e of weidpe, lolo creek",united states,idaho,,2eefed3e-1a72-44ba-b0db-cac697526c73
colonia garcia,mexico,chihuahua,,7a641422-8022-44ea-838c-b2802e0a9ab6
quartz creek,united states,oregon,,b4ec7f6a-bc2a-46bf-848d-874c14e4ebd8
,united states,wyoming,park county,61686298-acbe-419b-b83c-2b35a1d74357
"davis mountains, currs ranch",united states,texas,,41154e7b-df19-4a1a-98a2-837c2cfce92e
